Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
178,239,20,154,160,2,2,1,4,0,0,1,0,2,1,0,582,0,2,584,0,178,"Panchayat  Union Primary  School New Building, Kanthasamypuram","1.Kandasamypuram (R.V) And (P) Kandasamypuram Block 1 ,
2.Kandasamypuram (R.V) And (P) Chairvakaranpatti Block 2 , 3.Kandasamypuram (R.V) And (P) Sankarappanayakkanpatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,239,160,79,Tamilaga Vettri Kazhagam,1,4,3,2,6,6,8,5,13.57388316151203,4,41.06529209621993,3.436426116838488,26.46048109965636,27.49140893470791,0.3436426116838488,0.3436426116838488,0.1718213058419244,0.6872852233676976,2
179,162,2,104,126,0,2,0,4,0,0,0,1,1,1,0,400,0,2,402,0,179,"Panchayat  Union primary  School, P Jegaveerapuram","1.P. Jegaveerapuram(R.V), Kandasamypuram (P) P. Jegaveerapuram Block 4 , 2.P.Jegaveerapuram (R.V), Kandasamypuram (P) Pudhuchinnaiyapuram block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,162,126,36,Tamilaga Vettri Kazhagam,1,5,3,2,7,5,7,4,9.0,4,40.5,0.5,26.0,31.5,0.0,0.5,0.0,1.0,2
180,458,4,161,338,5,0,1,7,0,0,0,1,2,0,3,974,0,1,975,0,180,"T.D.T.A Middle School New Building Eastern Portion, N.JegaVeerapuram","1.N. Jegaveerapuram (R.V) And (P) N.  Jegaveerapuram Block 1 , 2.N.
Jegaveerapuram (R.V) And (P) N.  Jegaveerapuram Block 2 , 3.N. Jegaveerapuram (R.V) And (P) Kumarapuram block 3 , 4.N. Jegaveerapuram (R.V) And (P) Subbramaniyapuram Block 4 , 5.N.Jegaveerapuram (R.V) And (P) V. Subbaiahpuram Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,458,338,120,Tamilaga Vettri Kazhagam,1,6,3,2,5,8,7,4,12.32032854209445,7,47.02258726899384,0.4106776180698152,16.52977412731006,34.70225872689938,0.5133470225872689,0.0,0.1026694045174538,0.7186858316221766,2
181,199,24,194,92,0,2,20,2,0,0,0,0,0,1,1,533,0,0,533,0,181,"Panchayat  Union Primary  School New
Building, Kadelkudi","1.Kadalkudi (R.V) And (P) Kadalkudi Block 1 , 2.Kadalkudi (R.V) And
(P) Kadalkudi Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,199,194,5,Dravida Munnetra Kazhagam,1,4,2,3,8,6,5,6,0.9380863039399625,2,37.3358348968105,4.50281425891182,36.39774859287054,17.26078799249531,0.0,0.375234521575985,3.75234521575985,0.375234521575985,2
182,221,6,112,110,1,3,6,7,1,1,0,1,1,2,1,466,0,2,468,0,182,"Hindu Nadar  Primary  School, Mavilodai","1.Mavilodai (R.V) And (P) Mavilodai Block 1 , 2.Chinnoor  (R.V),
Mavilodai (P) Kalukachalapuram Block 3 , 3.Chinnoor  (R.V), Mavilodai (P) Uoothandapuram Block 4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,221,112,109,Dravida Munnetra Kazhagam,1,5,2,3,8,7,5,4,23.39055793991416,7,47.42489270386266,1.28755364806867,24.0343347639485,23.60515021459227,0.2145922746781116,0.6437768240343348,1.28755364806867,1.502145922746781,2
183,257,30,157,92,1,2,19,4,1,0,0,1,1,0,1,562,0,2,564,0,183,"Panchayat  Union Primary
School,Chinnoor","1.Chinnoor  (R.V), Mavilodai (P) Chinnoor  Block 2 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,257,157,100,Dravida Munnetra Kazhagam,1,4,2,3,8,7,5,6,17.79359430604982,4,45.72953736654804,5.338078291814947,27.93594306049822,16.37010676156584,0.1779359430604982,0.3558718861209964,3.380782918149467,0.7117437722419928,2
184,123,17,110,52,0,1,0,0,0,0,0,0,0,0,0,303,0,0,303,0,184,"Panchayat  Union Midddle School New Building North Portion ,
Kumarettiapuram","1.K. Duraisamypuram (R.V) And (P) K. Kumarareddyarpuram Block 4, 2.K. Duraisamypuram (R.V) And (P) K. Kumarareddyarpuram
Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,123,110,13,Dravida Munnetra Kazhagam,1,4,2,3,6,5,6,6,4.29042904290429,0,40.5940594059406,5.610561056105611,36.30363036303631,17.16171617161716,0.0,0.33003300330033,0.0,0.0,2
185,301,35,241,166,1,0,0,5,0,0,0,0,0,2,0,749,0,5,754,0,185,"T.D.T.A. Primary  School, K. Duraisamy Puram","1.K. Duraisamypuram (R.V) And (P) K. Duraisamypuram Block 1 ,
2.K. Duraisamypuram (R.V) And (P) K. Duraisamypuram Block 2 ,
3.K. Duraisamypuram (R.V) And (P) K. Duraisamypuram Block3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,301,241,60,Dravida Munnetra Kazhagam,1,4,2,3,6,7,7,5,8.01068090787717,5,40.18691588785047,4.672897196261682,32.17623497997329,22.16288384512684,0.1335113484646195,0.0,0.0,0.6675567423230975,2
186,111,34,234,199,0,17,9,3,0,0,0,0,0,3,0,607,0,3,610,0,186,"Panchayat  Union Primary  School,
Reddiyapatti","1.Goundanpatti (R.V) And (P) Reddyapatti block 3 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,234,199,35,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,6,7,5.766062602965404,3,18.28665568369028,5.601317957166392,38.5502471169687,32.78418451400329,0.0,2.800658978583196,1.482701812191104,0.4942339373970346,1
187,189,60,304,280,3,18,51,6,1,0,0,2,0,2,0,911,0,3,914,0,187,"T.D.T.A St.  Albonse Primary  School South Building East  Side,Goundampatti","1.Goundanpatti (R.V) And (P) Goundanpatti block 1 , 2.Goundanpatti (R.V) And (P) Goundanpatti Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,304,280,24,Tamilaga Vettri Kazhagam,3,4,1,2,8,6,5,7,2.634467618002195,6,20.74643249176729,6.586169045005488,33.36992316136114,30.73545554335895,0.3293084522502744,1.975850713501647,5.598243688254665,0.6586169045005488,1
188,290,50,258,249,1,4,0,1,0,1,0,0,0,0,0,853,0,0,853,0,188,"Panchayat  Union Elementry School, Zameen kodangipatti","1.M.Kodangipatti (R.V), M.Kodangipatti (P) M.Kodangipatti Block 1 ,
2.M.Kodangipatti(R.V), M.Kodangipatti (P) M.Kodangipatti Block 2 , 3.M.Kodangipatti (R.V), M.Kodangipatti (P) M.Kodangipatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,290,258,32,Dravida Munnetra Kazhagam,1,4,2,3,6,5,8,6,3.751465416178194,1,33.99765533411489,5.861664712778429,30.24618991793669,29.19109026963658,0.1172332942555686,0.4689331770222743,0.0,0.1172332942555686,1
189,160,28,262,178,0,10,0,3,0,0,0,1,0,2,0,641,0,2,643,0,189,"Nadar  Primary School Main Building Centre Side, ZaminKarisalkulam","1.Jaminkarisalkulam (R.V) And (P) Jaminkarisalkulam Block 1 , 2.Jaminkarisalkulam (R.V) And (P) Jaminkarisalkulam Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,262,178,84,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,7,6,13.10452418096724,3,24.9609984399376,4.368174726989079,40.87363494539781,27.76911076443058,0.0,1.5600624024961,0.0,0.46801872074883,3
190,182,30,163,141,1,9,2,3,0,0,0,0,1,0,1,531,0,2,533,0,190,Senkunder  Ramalingam Middle School North Portion Ayanbommiahpuram,"1.Ayanbommaiyapuram (R.V) And (P) Ayanbommaiyapuram Block 1 , 2.Ayanbommaiyapuram (R.V) And (P) Ayanbommaiyapuram Block 4
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,182,163,19,Dravida Munnetra Kazhagam,1,4,2,3,8,5,7,6,3.578154425612053,3,34.27495291902072,5.649717514124294,30.69679849340866,26.55367231638418,0.1883239171374765,1.694915254237288,0.3766478342749529,0.5649717514124294,1
191,153,49,216,199,0,1,0,9,0,0,1,2,0,5,1,627,0,7,634,0,191,"Sengunder  Ramalingam Middle School South Side, Ayanpommiahpuram","1.Ayanbommaiyapuram (R.V) And (P) Ayanbommaiyapuram Block 3 ,
2.Ayanbommaiyapuram (R.V) And (P) Panaiadipatti Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,216,199,17,Tamilaga Vettri Kazhagam,3,4,1,2,7,6,7,5,2.711323763955343,9,24.40191387559809,7.814992025518341,34.44976076555024,31.73843700159489,0.0,0.1594896331738437,0.0,1.435406698564593,1
192,256,26,321,173,0,13,0,5,0,0,1,1,1,1,0,794,0,2,796,0,192,"Muthu Samy Hindu Primary  School, Vathalakkarai","1.Vathalakkarai (R.V) And (P) West Street Block 1 , 2.Vathalakkarai (R.V) And (P) East  Street Block 2 , 3.Vathalakkarai (R.V) And (P) West Street Block 3 , 4.Vathalakkarai (R.V) And (P) South Street Block 4 , 5.Vathalakkarai (R.V) And (P) East  Street Block 5 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,321,256,65,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,7,6,8.18639798488665,5,32.24181360201511,3.27455919395466,40.42821158690176,21.78841309823677,0.0,1.63727959697733,0.0,0.6297229219143577,3
193,317,42,255,234,0,6,1,4,0,0,1,0,0,2,1,859,0,3,862,0,193,"Panchayat  Union Primary  School North Building, Vilvamarathupatti","1.Ayanbommaiyapurm (R.V), Vilwamarathupatti (P)
Vilwamarathupatti Block 1 , 2.Ayanbommaiyapuram (R.V), Vilwamarathupatti (P) Vilwamarathupatti Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,317,255,62,Dravida Munnetra Kazhagam,1,4,2,3,8,5,7,6,7.217694994179278,4,36.90337601862631,4.889406286379511,29.68568102444703,27.24097788125728,0.0,0.6984866123399301,0.1164144353899884,0.4656577415599534,2
194,361,40,196,206,0,8,0,0,0,0,0,0,0,0,0,811,0,3,814,0,194,Hindu Primary  School New Building East side K.Sundareswarapuram,"1.K. Sundaraeshwarapuram (P) East  Street Block 1 ,
2.K.Sundareswarapuram (P) Middle Street -2 Block 1 , 3.K.Sundareswarapuram (P) Middle Street -1 Block 2 , 4.K.Sundareswarapuram (P) West Street Block 2 , 5.K.Sundareswarapuram (P) Melapettai Street Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,361,206,155,Tamilaga Vettri Kazhagam,1,4,3,2,6,5,6,6,19.11220715166461,0,44.51294697903823,4.932182490752158,24.16769420468557,25.40073982737361,0.0,0.9864364981504316,0.0,0.0,2
195,150,19,59,58,0,13,0,2,0,0,0,0,0,2,0,301,0,1,302,0,195,"Panchayat  Union Primary  School New building, P. Meenachipuram","1.Keelavilathikulam 2(R.V), P. Meenachipuram (P) P. Meenachipuram Block 1 , 2.Keelavilathikulam 2 (R.V), P. Meenachipuram (P) P. Meenachipuram Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,150,59,91,Dravida Munnetra Kazhagam,1,4,2,3,7,5,7,6,30.23255813953488,2,49.83388704318937,6.312292358803987,19.60132890365449,19.26910299003323,0.0,4.318936877076411,0.0,0.6644518272425249,2
196,343,22,190,172,0,3,1,4,0,1,0,0,0,3,0,735,0,2,737,0,196,Panchayat  Union Primary  School New Building South side Mallishwerapuram,"1.Inam vadamalapuram (R.V), Mettavadamalapuram (p) West street
block 1 2.Inam Vadamalapuram(R.V), Mettavadamalapuram (P) North Street Block 1 3.Inam Vadamalapuram (R.V), Miattavadamalapuram(P) East  Street Block 1 , 4.Inam Vadamalapuram (R.V), Mettavadamalapuram (P) Krishnan Street Block 1 , 5.Inam Vadamalapuram (R.V), Mittavadamalapuram (P) Middle Street Block 1 6.Inam Vadamalapuram (R.V), Mittavadamalapuram (P) Sennarayapuram Block 2 , 7.Inam Vadamalapuram (R.V), Miattavadamalapuram (P) Kunchaiyapauram Block 2 , 8.Sundarapatchaiyapuram (R.V), Miattavadamalapuram(P) Sundarapacchaiyapuram Block 3 , 9.Malleeswarapuram (R.V), Mittavadamalapuram(P) Malleeswarapuram Block 4 99.OVERSEAS",General,All India Anna Dravida Munnetra Kazhagam,343,190,153,Dravida Munnetra Kazhagam,1,4,2,3,8,6,7,5,20.81632653061224,4,46.66666666666666,2.993197278911564,25.85034013605442,23.40136054421769,0.0,0.4081632653061225,0.1360544217687075,0.5442176870748299,2
197,218,21,177,115,0,0,7,6,0,0,0,1,2,1,0,544,0,3,547,0,197,"Panchayat  Union Middle School Main Building, Lakshmipuram","1.Lakshmipuram (R.V) And (P) Lakshmipuram Block 1 ,
2.Lakshmipuram (R.V) And (P) Lakshmipuram Block 2 , 3.Lakshmipuram (R.V) And (P) Lakshmipuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,218,177,41,Dravida Munnetra Kazhagam,1,4,2,3,7,7,5,6,7.536764705882352,6,40.07352941176471,3.860294117647059,32.53676470588236,21.13970588235294,0.0,0.0,1.286764705882353,1.102941176470588,2
198,174,29,368,116,0,2,0,5,0,0,0,1,1,1,1,694,0,4,698,0,198,"Perumal Reddiar  Middle School West Building, Ramachandrapuram","1.Ramachandrapuram (R.V) And (P) Ramachandrapuram block 1 , 2.Ramachandrapuram (R.V) And (P) Ramachandrapuram Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,368,174,194,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,6,7,5,27.95389048991355,5,25.07204610951009,4.178674351585014,53.02593659942363,16.71469740634006,0.0,0.2881844380403458,0.0,0.7204610951008645,3
199,177,7,92,31,0,0,0,0,0,0,0,0,0,0,0,307,0,1,308,0,199,"Panchayat  Union Primary
School,Subbiahpuram","1.Subbiahpuram (R.V), Ramachandrapuram (P) Subbiahpuram Block
3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,177,92,85,Dravida Munnetra Kazhagam,1,4,2,3,5,5,5,5,27.68729641693811,0,57.65472312703584,2.280130293159609,29.96742671009772,10.09771986970684,0.0,0.0,0.0,0.0,2
200,290,36,207,163,0,25,12,7,0,3,0,0,0,2,1,740,0,2,742,0,200,"Panchayat  Union Primary School,Keelavilathikulam","1.Keezha Vilathikulam (R.V) And (P) Keezha Vilathikulam Block 1 ,
2.Keezha Vilathikulam (R.V) And (P) Keezha Vilathikulam Block 2 ,
3.Keezha Vilathikulam (R.V) And (P) SolaiMalayanpatti Block 3 ,
4.Keezha Vilathikulam (R.V) And (P) Guralayampatti Block 4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,290,207,83,Dravida Munnetra Kazhagam,1,4,2,3,8,5,6,7,11.21621621621622,7,39.18918918918919,4.864864864864865,27.97297297297297,22.02702702702703,0.0,3.378378378378379,1.621621621621622,0.945945945945946,2
201,126,32,158,162,0,5,2,8,1,0,3,0,0,3,1,493,0,3,496,0,201,"Govt  Hr.Sec School West Building South
Portion, Vilathikulam","1.Villathikulam (S.P) Kamaraj Nagar, Door  No 1 to 25,
999.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,162,158,4,Dravida Munnetra Kazhagam,3,4,2,1,8,6,7,5,0.8113590263691683,8,25.55780933062881,6.490872210953347,32.04868154158216,32.86004056795132,0.0,1.01419878296146,0.4056795131845842,1.622718052738337,1
202,139,24,151,143,0,3,0,3,1,0,0,0,0,2,0,463,0,1,464,0,202,"Govt  Hr.Sec School North West Building
Hall No:32, Vilathikulam","1.Villathikulam (S.P) Kamaraj Nagar, above Door  No: 26 ,
999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,151,143,8,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,7,5,1.727861771058316,3,30.02159827213823,5.183585313174946,32.6133909287257,30.88552915766738,0.0,0.6479481641468683,0.0,0.6479481641468683,1
203,210,35,196,196,0,9,4,2,1,0,0,0,0,1,0,652,0,6,658,0,203,"Govt  Hr.Sec School West Building North
Portion, Vilathikulam","1.Villathikulam (S.P) HighSchool Road Block 1 , 2.Villathikulam (S.P)
Bangala Street 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,210,196,14,Tamilaga Vettri Kazhagam,1,4,2,2,8,5,6,7,2.147239263803681,2,32.20858895705521,5.368098159509203,30.06134969325153,30.06134969325153,0.0,1.380368098159509,0.6134969325153374,0.3067484662576687,1
204,210,33,266,278,1,9,10,5,0,1,0,0,0,2,0,812,0,3,815,0,204,"Govt  Hr  Sec School Centre Building A
Block South Portion Vilathikulam",1.Villathikulam (s.p) Ettaiyapuram road 99.OVERSEAS ELECTORS,General,Tamilaga Vettri Kazhagam,278,266,12,Dravida Munnetra Kazhagam,3,4,2,1,8,6,5,7,1.477832512315271,5,25.86206896551724,4.064039408866995,32.75862068965517,34.23645320197045,0.1231527093596059,1.108374384236453,1.231527093596059,0.6157635467980296,1
205,130,71,300,217,1,2,11,5,0,0,0,1,1,2,0,737,0,3,740,0,205,"Govt  Hr  Sec School Centre Building A
Block North Portion Vilathikulam",1.Villathikulam (S.P) Chidambarnagar  99.OVERSEAS ELECTORS,General,Dravida Munnetra Kazhagam,300,217,83,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,11.26187245590231,5,17.63907734056988,9.633649932157395,40.70556309362279,29.44369063772049,0.135685210312076,0.271370420624152,1.492537313432836,0.6784260515603799,3
206,160,50,196,215,2,12,1,3,0,0,1,2,0,0,0,639,0,1,640,0,206,"Panchayat  Union Primary  School North Building, Vilatthikulam","1.Villathikulam (S.P) Rajiv Nagar, 2.Villathikulam (S.P) East  Car
Street , 3.Villathikulam (S.P) East  Car  Street 3 , 4.Villathikulam (T) East Car  Street 4 , 5.Villathikulam (S.P) East  Car  Street 5 , 6.Vilathikulam (S.P) V.O.C.  Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,215,196,19,Dravida Munnetra Kazhagam,3,4,2,1,7,5,8,6,2.97339593114241,3,25.03912363067293,7.82472613458529,30.67292644757433,33.64632237871675,0.3129890453834116,1.877934272300469,0.1564945226917058,0.4694835680751174,1
207,180,33,158,209,0,2,1,3,0,0,0,1,1,0,1,586,0,4,590,0,207,"Panchayat  Union Primary  School Centre Building North Portion, Vilatthikulam","1.Villathikulam (S.P) Illathar 1 Street , 2.Villathikulam (S.P)
Mudaliyar  Street , 3.Villathikulam (S.P) MUdaliyar  1 Street , 4.Villathikulam (S.P) Mudaliyar  2 Street , 5.Villathikulam (S.P) Mudaliyar  3 Street , 6.Villathikulam (T) Nadar  1 Street , 7.Villathikulam (S.P) Nadar  2 Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,209,180,29,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,8,6,7,5,4.948805460750854,3,30.71672354948806,5.631399317406143,26.96245733788396,35.66552901023891,0.0,0.3412969283276451,0.1706484641638225,0.5119453924914675,1
208,187,43,176,196,2,10,0,2,0,0,0,0,0,1,0,616,0,2,618,0,208,"Govt  Hr  Sec School, North New Building West  Portion, Hall No.1 Vilathikulam","1.Villathikulam (S.P) Ettaiyapuram Road , 2.Villathikulam (S.P) Neer
Thekka Road , 3.Villathikulam (S.P) Salayam Street 2 , 4.Villathikulam (S.P) Salayam Street 3 , 5.Villathikulam (S.P) Salayam Street 1 Sandu, 6.Villathikulam (S.P) Salayam Street 2 Sandu 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,196,187,9,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,5,8,6,1.461038961038961,2,30.35714285714285,6.98051948051948,28.57142857142857,31.81818181818182,0.3246753246753247,1.623376623376623,0.0,0.3246753246753247,1
209,91,29,199,125,1,6,0,0,0,0,0,0,0,0,0,451,0,1,452,0,209,"Govt  Hr  Sec School, North New Building East Portion, Hall No.3 Vilathikulam","1.Villathikulam (S.P) Salayam Street 3 Sandu , 2.Villathikulam (S.P)
Salayam Street , 3.Villathikulam (S.P) West Car  Street , 4.Villathikulam (S.P) Poomariamman Kovil Street , 5.Villathikulam (S.P) Salayam Street Water  Tank Road , 6.Villathikulam (S.P) Salayam Street 1 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,199,125,74,Tamilaga Vettri Kazhagam,3,4,1,2,6,5,7,7,16.4079822616408,0,20.17738359201774,6.430155210643015,44.12416851441242,27.71618625277162,0.221729490022173,1.330376940133038,0.0,0.0,3
210,187,46,197,183,0,1,0,0,0,0,0,0,0,0,0,614,0,1,615,0,210,"Panchayat  Union Primary  School South East New Building, Vilathikulam","1.Villathikulam (S.P) East  Car  Street 2 , 2.Villathikulam (S.P) East
Car  Street 1 , 3.Villathikulam (S.P) Keelarathaveethi Street 3 , 4.Villathikulam (S.P) Keelarathaveethi Street 6 , 5.Villathikulam (S.P) Pandianar  Street , 6.Villathikulam (S.P) K.V.K. Samy Nagar Mudaliyar  Street Block 8 , 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,197,187,10,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,5,6,6,1.628664495114007,0,30.45602605863192,7.491856677524431,32.08469055374593,29.80456026058632,0.0,0.1628664495114007,0.0,0.0,1
211,142,56,315,271,1,2,3,3,1,1,0,0,0,1,0,793,0,1,794,0,211,"Panchayat  Union Primary  School Centre Building East  Portion, Vilatthikulam","1.Vilathikulam (S.P) Vambor  Street , 2.Villathikulam (S.P) Baharathi Street , 3.Villathikulam (S.P) Bharathi 1 Street , 4.Villathikulam (S.P) Bharathi 2 Street , 5.Villathikulam (S.P) Pathirakaliamman Kovil Street , 6.Villathikulam (S.P) Police line Street , 7.Villathikulam (S.P) Annanagar  99.OVERSEAS ELECTORS`",General,Dravida Munnetra Kazhagam,315,271,44,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,5,5.548549810844893,3,17.90668348045397,7.061790668348046,39.72257250945776,34.17402269861286,0.1261034047919294,0.2522068095838588,0.3783102143757882,0.3783102143757882,1
212,100,27,218,155,0,5,4,1,0,0,0,0,0,0,0,510,0,3,513,0,212,"T.D.T.A Middle School North Building,
Vilathikulam","1.Vilathikulam(S.P) Melaratha street , 2.Vilathikulam(S.P) Sannathi
Street , 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,218,155,63,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,6,7,12.35294117647059,1,19.6078431372549,5.294117647058823,42.74509803921568,30.3921568627451,0.0,0.9803921568627451,0.7843137254901961,0.196078431372549,3
213,78,38,147,107,0,23,1,1,0,0,0,0,0,0,1,395,0,1,396,0,213,"Panchayat  Union Primary  School West Building South Face, Vilatthikulam","1.Vilathikulam(S.P) Taluk Office Road , 2.Villathikulam (S.P) Nathaji Street ,3.Vilathikulam(S.P) Hospital road , 4.Vilathikulam(S.P)
Thulasipatti 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,147,107,40,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,6,6,10.12658227848101,1,19.74683544303797,9.620253164556962,37.21518987341772,27.08860759493671,0.0,5.822784810126582,0.2531645569620253,0.2531645569620253,3
214,176,50,290,334,2,16,6,15,1,1,2,2,2,5,0,889,0,3,892,0,214,"T.D.T.A Middle School New building
North East, Vilatthikulam","1.Vilathikulam(S.P) MeeranPalalayam street1 2.Vilathikulam(S.P)
MeeranPalayam street 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,334,290,44,Dravida Munnetra Kazhagam,3,4,2,1,8,5,7,6,4.949381327334083,15,19.79752530933633,5.62429696287964,32.62092238470191,37.57030371203599,0.2249718785151856,1.799775028121485,0.6749156355455568,1.687289088863892,1
215,246,56,312,243,0,0,10,8,1,1,1,0,1,2,0,875,0,3,878,0,215,"St  .Piaus R C Primary  School,
Kathalampatti","1.Vilathikulam(S.P) Katthalampatti , 2.Vilathikulam(S.P)
Thulukkankulam 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,312,246,66,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,5,6,7.542857142857143,8,28.11428571428571,6.4,35.65714285714286,27.77142857142857,0.0,0.0,1.142857142857143,0.9142857142857144,1
216,260,73,232,102,1,1,77,5,0,0,1,1,1,0,2,751,0,2,753,0,216,Balamurugan Primary  School East  side New Building Lekkammpatti,"1.Manthikulam (R.V) And (P) Lekkampatti Block 3 , 2.Mutthaiyapuram (R.V) And (P) Ellanthaikulam Block 4
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,260,232,28,Dravida Munnetra Kazhagam,1,5,2,3,7,7,4,6,3.728362183754994,5,34.62050599201065,9.720372836218376,30.89214380825566,13.58189081225033,0.1331557922769641,0.1331557922769641,10.25299600532623,0.6657789613848202,0
217,104,73,184,53,0,0,0,2,0,0,0,0,0,1,0,416,0,1,417,0,217,"Anganwady Building, Elanthaikulam","3.Mutthaiyapuram (R.V) And (P) Ellanthaikulam Block 5
9.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,184,104,80,All India Anna Dravida Munnetra Kazhagam,2,3,1,4,6,6,6,5,19.23076923076923,2,25.0,17.54807692307692,44.23076923076923,12.74038461538461,0.0,0.0,0.0,0.4807692307692308,3
218,144,28,56,47,0,0,32,2,0,0,0,0,1,0,1,309,0,1,310,0,218,"Govt  Adi Dravidar welfare Primary
School, .  O.Lakshminarayanpuram","1.Manthikulam (R.V) And (P) O.Lakshminarayanapuram Block 2
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,144,56,88,Dravida Munnetra Kazhagam,1,5,2,3,7,7,4,6,28.4789644012945,2,46.60194174757282,9.06148867313916,18.12297734627832,15.21035598705502,0.0,0.0,10.35598705501618,0.6472491909385114,2
219,100,56,304,188,0,6,8,7,0,0,0,0,1,5,1,669,0,3,672,0,219,"Govt  High School New Building, Ariyanayagipuram","1.Ariyanayakipuram (R.V) And (P) Ariyanayakipuram Block 1 ,
2.Ariyanayakipuram(R.V) And (P) Ariyanayakipuram Block 2 , 3.Ariyanayakipuram (R.V) And (P) Rettiyapatti Block 3 , 4.Ariyanayakipuram (R.V) And (P) Rettiyapatti Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,304,188,116,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,17.33931240657698,7,14.94768310911809,8.370702541106128,45.44095665171898,28.101644245142,0.0,0.8968609865470852,1.195814648729447,1.046337817638266,3
