serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
337,Tirunelveli  Town.,"Corporation Primary School,  Thiruvalluvar  Street,  West Portion,  New Building,  Dharmaraja Ward I","1.Ward 15 Thiruvalluvar  3rd Part
2.Ward 15 Tiruvalluvar  1st  Part
3.Ward 16 Thiruneelagandar  Street
4.Ward 16 Nallamuthamman South Street
5.Ward 16 Nallamuthamman Sannathi  Sreet
6.Ward 15 Thiruvalluvar  3rd Part  € 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,2.033898305084746
338,Tirunelveli  Town.,Sivashunmugam Harijan Primary School  Rajajipuram,"1.Ward 15 Muppidathiamman Kovil  Street
2.Ward 15 Manthiramoorthi  Middle  Street
3.Ward 15 Rajajipuram 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,12.12121212121212
341,Kandiyaprei  Village,Moorthi  Primary School  Nadar  Street,"1.Ward 15 Elanthakulam Devar  Street
2.Ward 15 Elanthakulam Harijan Street
3.Ward15 Nadar  Jebasthiyar  Kovil  Street
4.Ward 15 New Colony Vella Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.2387706855792
343,Thachanallur.,"T.D.T.A.  Primary School,  South Portion","1.Ward 14 Theneerkulam East  West  Lane  Street
2.Ward14 Krishnan Kovil  South Line
3.Ward 14 Tirunelveli  Road (Thenpuram) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,19.97206703910614
348,North Side  West  Portion Thachanallur.,Coporation Primary School,"1.Ward 1 Selva Viknesh Nagar
2.Ward 1 Sankarankovil  Road (Chatramputhukulam)
3.Ward 1 Sankarankovil  Road 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,22.49134948096886
349,Coporation Primary School  North Side  East  Portion Thachanallur,Coporation Primary School  North Side  East  Portion Thachanallur,1.Ward 1 Selva Viknesh Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,22.18045112781955
350,Main building    1st  Room Madurai  Road Thachanallur,Kamarajar  Matriculation School,"1.Ward 14 Senaiyar  Street
2.Ward 1 Gandhi  Statue  Street
3.Ward 14 Valajapettai  North Street
4.Ward 14 Valajapettai  Middle  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.89291101055807
353,North West  Building Thachanallur,Kamarajar  Matriculation School,"1.Ward 1 Pajanaimada Street
2.Ward 1 Nalmeippar  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,17.06263498920087
354,West  Side Chathirampudukulam,Venkatasamy Naidu Hr.Sec.School,"1.Ward 1 South Chidambaranagar  Ist  Street
2.Ward 1 South Chidambaranagar  IInd Street
3.Ward 1 South Chidambaranagar  IIIrd Street
4.Ward 1 South Chidambaranagar  East  Side  of  Road
5.Ward 1 South Chidambaranagar  West  Side  of  Road
6.Ward 1 Indra Nagar  (Madurai  Road) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.59404096834264
355,West  Side  3rd Portion from   South Chathirampudukulam,Venkatasamy Naidu Hr.Sec.School,"1.Ward 1 North Chidambaranagar
2.Ward 1 India Cement  Colony
3.Ward 1 Ganapathy Mill  Colony (Madurai  Road) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.54135338345865
356,Chatrampudukulam.,"Sri  Chithivinayagar  Sentamil  VidhyaSalai,  West  Portion","1.Ward 1 Chithivinayagar  Kovil  Street
2.Ward 1 Chithivinayagar  North Street
3.Ward 1 Vannakudi  Street
4.Ward 1 Harijana Middle  Street  South Street
5.Ward 1 Harijana Kutti  Street
6.Ward 1 Harijana North Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,22.73476112026359
360,North West  Portion From North   Thatchanallur,T.K.M. Kailasampillai  Middle  School,1.Ward 3 Balapackiya Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,7.364975450081833
361,Thatchanallur,T.K.M. Kailasampillai  Middle  School,1.Ward 3 Balapackiya Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,0.702576112412178
362,Thachanallur.,"K.M.G Nursery Primary School,  Tiles Building",Ward 3 Sugar  Mill  Colony Ward 3 South Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,3.018108651911469
363,Thachanallur.,"K.M.G Nursery Primary School,  New Building,  Second Room","1.Ward 13 Ulagamman Kovil  Street
2.Ward 13 Mavadikulathangarai
3.Ward 13   Mathagadi  Pacheri  Street
4.Ward 13 Mathagadi  Middle  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.085106382978724
364,Thachanallur.,"K.M.G Nursery Primary School,  New Building,  Third Room","1.Ward 13 Mathagadi  South Street
2.Ward 14 Madurai  Road
3.Ward 3 Priya Garden
4.Ward 3 Balaji  Avenue  -  2nd Street  -  4,5,6 Street,  East  Street
5.Ward 13 East  Agraharam 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,12.88743882544861
365,Thachanallur.,"K.M.G Nursery Primary School,  New Building,  Fourth Room","1.Ward 13 West  Street
2.Ward 13 West  Akraharam
3.Ward 13 North Street
4.Ward 13 Perumal  Sannathi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,5.797101449275362
366,Thachanallur.,"K.M.G Nursery Primary School,  New Building,  west  side South Portion","1.Ward 3 Balaji  Avenue  North Street
2.Ward 13 South Street
3.Ward 13 Perumal  Kovil  West  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.68627450980392
367,Thachanallur.,"Bangalow Middle  School,  South Building South Portion","1.Ward 13 Perumal  Kovil  South Street
2.Ward 13 Perumal  Sannathi  Street
3.Ward 13 Madan Kovil  Street
4.Ward 13 Madan Kovil  East  Street
5.Ward 13 Aasarimar  Street
6.Ward 13 Melur  South Street
7.Ward 13 School  Street
8.Ward 2 Mangala Kudieruppu (Vannar  Street)
9.Ward 13 Antoniyar  Kovil  Street
10.Ward 2 Kalaivanar  Street  (Pandarakkudi  Street) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.190476190476191
368,Thachanallur.,"Bangalow Middle  School,North Building,  East  Portion","1.Ward 13 Puthuamman Kovil  Street
2.Ward 13 Naduvar  Street
3.Ward 13 Antoniyar  Kovil  North Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.17365269461078
370,Centre  No 33628120223 Karaieruppu.,Integrated Child Development  Centre,"1.Ward 1 R.  S.  A.  Nagar
2.Ward 13 Kamarajar  Street  (West  Side)
3.Ward 13 Near  Kamarajar  IIIrd Street
4.Ward 13 West  side  of  Road Melakkarai  Kamarajar  Ist  Street
5.Ward 1 Palkattalai  North Street
6.Ward 1 Palkattalai  South Street
7.Ward 1 Palkattalai  E Line
8.Ward 13 Keelakkarai  Kamalathar  Street
9.Ward 13 Keelakkarai  Harijan Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,14.28571428571428
371,Angawadi  Centre  Melakarai  Thachanallur,Angawadi  Centre  Melakarai  Thachanallur,"1.Ward 13 Melakkarai  Kamarajar  IInd Street
2.Ward 13 Melakkarai  Kamarajar  IIIrd Street
3.Ward 13 Melakkarai  Kamarajar  IVthStreet
4.Ward 13 Melakkarai  North Street
5.Ward 13   Melakkarai
6.Ward 13 Melakkarai  New Colony
7.Ward 13 Melakkarai  Bye  Pass Road 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,9.19952210274791
373,Karaieruppu.,"Ayyasamy Memorial  Middle  School,  East  Block","1.Ward 2 Karaieruppu North Street
2.Ward 2 Karaieruppu Nadar  Street
3.Ward 2 Karaieruppu Devar  Street
4.Ward 2 Karaieruppu SC Street
5.Ward 2 Karaieruppu Road (West  Side)
6.Ward 2 Last  Area of  the  corporation 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,3.230148048452221
375,Azhaganeri.,"Panchayat  Union Primary School,  North Portion, Pirayankulam","1.Ward 13 Tharapuram Main Road
2.Ward 13Tharapuram Middle  Street
3.Ward 2 Azhaganeri  Arunthathiyar  Street
4.Ward 2 Azhaganeri  Harijana Street
5.Ward 2 Nadar  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.31578947368421
376,Pirankulam Azhaganeri.,"Panchayat  Union Primary School,  South Portion","1.Ward 2 Maravar  Street  Azhaganeri
2.Ward 2 Pillaiyar  Kovil  Street
3.Ward 13 Pirayankulam
4.Ward 2 Tharapuram New Colony 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.80332409972299
377,Senthimangalam.,"Harijan Primary School,  South Block","1.Ward 3 Manimoortheeswaram Pillaimar  Street
2.Ward 3 Manimoortheeswaram Valavanthaamman Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.31518624641834
379,Tirunelveli  Corporation Child Care  Center  Center  No -18 Udaiyarpatti.,Tirunelveli  Corporation Child Care  Center  Center  No -18 Udaiyarpatti.,1.Ward 3 Selviamman Kovil  North Street 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,6.890756302521009
380,Udaiyarpatti.,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  Middle  Room","1.Ward 3 Anna Nagar
2.Ward 3 Thachanallur  Road. 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,3.278688524590164
381,Tirunelveli  Corporation Child Care  Center  Center  No -16 Udaiyarpatti.,Tirunelveli  Corporation Child Care  Center  Center  No -16 Udaiyarpatti.,"1.Ward 12 Madurai  Road
2.Ward 12 Valavanthaamman Kovil  Street
3.Ward 12 Udaiyarpatti  Sangilipoothathan Street South Part
999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,3.947368421052631
382,Udaiyarpatti.,"Renganathan Corporation Primary School,  North Portion West  Building,  North Part,  Senthimangalam","1.Ward12 Udaiyarpatti  Kalaivanar  Street
2.Ward 3 North Balapackia Nagar  Main Road
3.Ward 3 North Balapackia Nagar  First  Street
4.Ward 3 North Balapackia Nagar  Second Street
5.Ward 3 North Balapackia Nagar  Third Street
6.Ward 3 North Balapackia Nagar  Fourth Street
7.Ward 3 North Balapackia Nagar  Railway Line
8.Ward 3 Bye  Pass Road
9.Ward 3 Sivanthi  Nagar
10.Ward 3 Venkatachapathy Appartment  (Madurai  Road)
11.Ward 3 Narasimaparvathi  Appartment
12.Ward 3 Madurai  Road Railway Police  Quarters
13.Ward 12 Thilak Nagar  (Thatchai  Road 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.62393162393162
384,Udaiyarpatti.,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  East  Fist  Room","1.Ward 12 Annai  Sathya Street
2.Ward 12 Udaiyarpatti  Salai  Street
3.Ward 12 Kannaki  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.870229007633588
385,Sindupoondurai.,"S.T.C.  Branch Middle  School,  Western Side,  New Building, North Portion,  Salai  Street,  Megalingapuram",1.Ward 12 Mehalingapuram North Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,17.71300448430494
386,Sindupoondurai.,"S.T.C.  Branch Middle  School,Main Building, Megalingapuram Salai  Street",1.Ward 12   Megalingapuram Salai  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,10.75110456553756
